skill_rating,assists.defensiveAssists,assists.healingDone,assists.offensiveAssists,average.allDamageDoneAvgPer10Min,average.barrierDamageDoneAvgPer10Min,average.deathsAvgPer10Min,average.eliminationsAvgPer10Min,average.finalBlowsAvgPer10Min,average.healingDoneAvgPer10Min,average.heroDamageDoneAvgPer10Min,average.objectiveKillsAvgPer10Min,average.objectiveTimeAvgPer10Min,average.soloKillsAvgPer10Min,average.timeSpentOnFireAvgPer10Min,best.allDamageDoneMostInGame,best.barrierDamageDoneMostInGame,best.defensiveAssistsMostInGame,best.eliminationsMostInGame,best.environmentalKillsMostInGame,best.finalBlowsMostInGame,best.healingDoneMostInGame,best.heroDamageDoneMostInGame,best.killsStreakBest,best.meleeFinalBlowsMostInGame,best.multikillsBest,best.objectiveKillsMostInGame,best.objectiveTimeMostInGame,best.offensiveAssistsMostInGame,best.soloKillsMostInGame,best.teleporterPadsDestroyedMostInGame,best.timeSpentOnFireMostInGame,best.turretsDestroyedMostInGame,combat.barrierDamageDone,combat.damageDone,combat.deaths,combat.eliminations,combat.environmentalKills,combat.finalBlows,combat.heroDamageDone,combat.meleeFinalBlows,combat.multikills,combat.objectiveKills,combat.objectiveTime,combat.soloKills,combat.timeSpentOnFire,game.gamesLost,game.gamesPlayed,game.gamesTied,game.gamesWon,game.timePlayed,matchAwards.cards,matchAwards.medals,matchAwards.medalsBronze,matchAwards.medalsGold,matchAwards.medalsSilver,miscellaneous.teleporterPadsDestroyed,miscellaneous.turretsDestroyed,assists.reconAssists,best.reconAssistsMostInGame,top_hero,games_played,rank,top_hero_type
1984,926,237041,233,10014,4010,8.84,14.9,6.55,1817,5754,9.15,117,1.3,53,30881,19513,49,54,1,29,10737,20811,54,0,5,41,468,10,29,5,573,11,523235,750763,1154,1944,2,855,750763,0,28,1194,15231,170,6858,55,108,4,49,78288,36,303,73,116,114,18,102,0,0,brigitte,57,43496,support
2111,246,106712,20,3276,822,7.47,9.45,3.01,6183,2343,4.35,52,0.46,9,10009,6686,27,34,0,10,12734,7109,34,0,4,15,143,10,10,0,60,1,14192,40431,129,163,0,52,40431,0,1,75,905,8,157,9,16,0,7,10355,10,29,5,21,3,0,2,0,0,moira,49,40611,support
3432,213,136348,449,11256,4461,6.34,17.64,5.89,2363,6458,7.83,66,0.78,53,38709,15948,34,56,2,23,12484,21621,56,4,4,29,230,36,23,1,296,8,257407,372629,366,1018,12,340,372629,21,11,452,3813,45,3063,25,47,2,20,34621,12,134,53,29,52,2,21,7,5,orisa,170,3778,tank
3009,180,108092,233,7963,2159,7.72,16.7,6.75,2702,5529,7.05,75,1.55,83,24154,9549,22,59,8,25,12721,13329,59,3,3,39,432,30,25,1,371,6,86372,221194,309,668,28,270,221194,19,5,282,2993,62,3323,22,35,0,13,24003,13,84,27,30,27,1,14,4,4,lucio,23,10456,support
2434,483,162382,481,9801,2703,6.71,17.7,8.05,1992,6751,7.96,85,1.93,67,32828,11445,35,53,1,35,14515,21533,53,1,4,24,367,31,35,2,530,7,220337,550362,547,1443,3,656,550362,1,10,649,6942,157,5445,32,66,1,33,48910,26,215,64,65,86,3,42,0,0,zenyatta,66,30863,support
2863,0,0,0,10478,3181,13.11,7.29,4.37,0,7111,1.46,12,1.46,0,7192,2183,0,5,0,3,0,4880,5,0,0,1,8,0,3,0,0,0,2183,4880,9,5,0,3,4880,0,0,1,8,1,0,1,1,0,0,412,0,3,1,2,0,0,0,0,0,ashe,75,14884,damage
2720,0,0,203,8400,3206,6.71,15.57,3.8,0,4853,9.02,142,0.2,41,17635,8850,0,48,2,10,0,9058,48,0,3,30,525,35,10,1,279,9,79301,120015,166,385,4,94,120015,0,1,223,3503,5,1018,10,19,0,9,14839,13,38,8,16,14,1,17,0,0,orisa,25,19545,tank
1682,53,64281,97,11847,5746,6.78,17.66,7.03,3093,5824,9.29,93,1.15,47,26167,14119,12,38,1,19,7706,11937,38,4,4,21,227,12,19,0,182,7,119416,121039,141,367,1,146,121039,9,5,193,1932,24,984,10,19,0,9,12469,3,61,22,12,27,0,24,0,0,roadhog,65,47322,tank
2388,1009,506035,259,4217,1011,7.39,12,3.35,6923,3031,6.29,83,0.48,39,16070,4325,39,35,1,20,29330,11079,35,1,3,22,419,27,20,1,239,7,73914,221547,540,877,3,245,221547,2,5,460,6062,35,2863,30,67,0,37,43855,20,135,41,37,57,1,23,6,6,moira,181,32448,support
2494,1645,781209,411,6281,1461,7.01,15.18,5.33,4629,4607,7.01,106,0.73,46,21354,8933,46,48,3,22,18363,14691,48,2,5,26,476,13,22,1,347,10,246596,777574,1183,2562,20,899,777574,18,28,1183,17869,123,7702,65,145,3,77,101260,45,369,137,89,143,5,118,0,0,brigitte,130,28724,support
2651,24,13277,8,6584,1702,7.1,10.83,4.85,4958,4881,5.23,32,1.49,10,14499,4437,24,21,0,10,13277,10062,21,0,0,11,76,8,10,0,26,0,4557,13069,19,29,0,13,13069,0,0,14,85,4,26,2,2,0,0,1607,1,5,1,3,1,0,0,0,0,mercy,161,22099,support
2921,75,40071,144,10622,2841,7.06,23.34,11.14,626,7358,8.01,59,1.86,80,30817,9201,20,54,1,27,11340,18750,54,2,4,26,223,23,27,1,476,5,181872,470946,452,1494,2,713,470946,14,17,513,3788,119,5142,21,53,3,29,38405,16,121,36,42,43,1,26,3,3,tracer,182,13253,damage
3758,155,54657,63,7106,1913,9.62,12.78,5.83,2922,4855,5.83,58,0.69,69,19368,9016,35,37,0,22,14125,11604,37,1,4,18,142,12,22,0,341,9,35789,90821,180,239,0,109,90821,2,5,109,1084,13,1299,9,16,2,5,11224,5,30,12,8,10,0,20,0,0,brigitte,124,1338,support
2736,37,58285,7,13110,3743,7.3,21.62,10.9,1542,9008,8.78,69,2.22,81,38653,15102,18,51,1,32,6014,25772,51,1,4,28,266,4,32,1,437,4,141468,340483,276,817,1,412,340483,2,13,332,2606,84,3064,16,32,3,13,22678,11,116,36,44,36,1,28,1,1,reaper,64,19004,damage
2751,8,3687,13,12936,3636,8.42,20.67,11.58,223,8918,6.73,54,2.97,71,25100,8020,4,44,1,25,1111,18040,44,2,3,22,189,6,25,1,344,4,60000,147161,139,341,1,191,147161,5,3,111,885,49,1177,9,16,0,7,9901,5,48,14,18,16,1,12,1,1,ashe,132,18499,damage
2857,181,96787,2,6101,1744,4.86,16.85,2.37,10945,4153,10.06,122,0,80,17578,5879,49,36,0,7,29921,11231,36,0,3,26,436,2,7,0,245,3,15424,36723,43,149,0,21,36723,0,1,89,1081,0,712,5,7,0,2,5306,4,15,2,9,4,0,3,0,0,moira,111,15046,support
2349,152,61415,119,10925,4551,7.05,17.98,6.6,2795,6099,10.01,114,0.77,78,32119,15443,51,42,2,20,15144,15982,42,1,4,25,296,25,20,0,436,3,100009,134019,155,395,2,145,134019,6,6,220,2507,17,1708,7,17,0,10,13184,4,44,21,9,14,0,7,0,0,zenyatta,211,33778,support
2786,137,78377,37,9467,3673,6.21,14.84,6.43,4309,5407,7.31,99,1.48,79,19761,8921,43,33,2,17,19182,14605,33,2,3,22,242,18,17,0,396,7,66807,98344,113,270,4,117,98344,5,5,133,1793,27,1437,9,15,0,6,10913,5,35,8,13,14,0,7,0,0,mercy,31,17304,support
3507,523,284918,133,2891,1113,5.93,6.23,2.53,7679,1551,1.97,54,0.57,27,20373,10110,39,26,1,12,15880,10227,26,1,3,11,212,24,12,0,154,3,41294,57552,220,231,1,94,57552,8,5,73,2010,21,1019,20,34,0,14,22262,13,53,14,23,16,0,12,0,0,mercy,119,3160,support
3260,108,59132,152,10584,3275,7.07,19.09,9.08,1850,7119,6.48,53,1.78,39,23826,9808,46,39,3,28,15464,17506,39,2,4,14,234,22,28,0,181,2,104646,227492,226,610,5,290,227492,11,8,207,1703,57,1251,14,33,0,19,19173,6,68,24,19,25,0,3,2,2,orisa,99,5610,tank
2258,45,23900,65,8807,1967,7.87,18.08,9.45,581,6632,7.31,51,2.26,40,20730,7516,26,44,0,31,7628,14893,44,0,3,27,158,13,31,1,303,4,80971,272951,324,744,0,389,272951,0,4,301,2095,93,1664,17,34,1,16,24693,7,69,28,21,20,1,13,7,7,mccree,114,36636,damage
3245,529,227090,373,6375,2062,7.13,12.88,5.5,3537,4062,4.81,48,0.86,31,21066,9207,38,38,0,20,13267,12161,38,2,4,19,249,24,20,2,216,10,132401,260834,458,827,0,353,260834,12,8,309,3077,55,2007,24,53,3,26,38527,14,105,51,19,35,2,25,0,0,mercy,53,5799,support
2516,202,83045,141,9412,2565,8.04,18.92,8.69,1752,6587,9.05,103,0.99,86,28586,7777,37,46,3,29,17967,22032,46,1,5,25,409,12,29,1,396,6,121583,312250,381,897,9,412,312250,1,17,429,4867,47,4088,18,40,1,21,28444,24,109,41,42,26,2,27,3,3,reinhardt,26,27624,tank
2001,48,21112,99,11564,3826,9.29,17.45,7.15,444,7166,8.24,62,1.64,50,26069,13204,26,55,1,18,6428,15353,55,1,4,24,184,24,18,4,224,8,181971,340797,442,830,2,340,340797,2,16,392,2972,78,2367,23,43,4,16,28536,7,115,38,29,48,15,82,0,0,symmetra,467,43158,damage
2671,36,18740,11,3961,1306,5.47,10.48,1.37,8535,2598,4.55,104,0,145,4954,2187,17,13,0,2,11021,2865,13,0,0,6,137,10,2,0,225,3,2868,5705,12,23,0,3,5705,0,0,10,227,0,319,2,2,0,0,1317,3,3,1,2,0,0,3,0,0,ana,63,21366,support
2488,2,272,1,8745,3343,8.61,22.77,8.61,167,5245,12.92,65,1.23,48,14212,5432,2,37,0,14,272,8525,37,0,0,21,105,6,14,0,77,1,5432,8525,14,37,0,14,8525,0,0,21,105,2,77,0,1,0,1,975,0,0,0,0,0,0,1,0,0,mccree,180,28930,damage
2647,55,30742,97,7984,2297,8.81,17.74,6.62,1867,5492,7.17,92,0.73,68,17798,5699,15,45,1,19,8714,13453,45,3,0,18,292,21,19,0,470,2,37824,90419,145,292,1,109,90419,5,0,118,1521,12,1116,7,14,1,6,9878,7,41,13,11,17,0,3,0,0,reinhardt,62,22266,tank
2068,96,44863,33,4272,1326,8.52,9.57,2.84,4720,2822,5.05,102,1.16,27,9511,4078,27,29,0,11,11856,7444,29,1,0,21,413,13,11,0,183,2,12603,26825,81,91,0,27,26825,2,0,48,968,11,254,6,8,0,2,5703,1,9,4,1,4,0,5,8,8,mercy,63,41603,support
3833,62,13240,51,11820,3340,9.33,22.33,12.5,334,8134,7.89,59,2.32,83,26258,10233,48,54,1,34,7130,18825,54,4,4,26,333,29,34,2,522,8,132523,322712,370,886,1,496,322712,24,7,313,2351,92,3289,15,31,1,15,23804,11,87,28,33,26,4,35,21,18,genji,80,982,damage
2612,11,9104,17,8004,1325,9.52,17.37,10.47,2166,6654,6.19,62,1.9,27,9160,2130,11,26,0,13,8348,7031,26,0,3,9,156,15,13,0,50,0,5567,27967,40,73,0,44,27967,0,1,26,259,8,114,4,5,0,1,2522,1,12,1,6,5,0,0,1,1,reinhardt,63,23656,tank
3025,86,45816,54,9369,2527,7.52,20.07,10.1,944,6750,6.8,51,2.58,75,35415,13005,25,45,3,31,9190,21478,45,5,4,16,305,7,31,0,555,2,122605,327496,365,974,8,490,327496,19,14,330,2458,125,3649,22,44,0,22,29112,12,92,38,24,30,0,5,15,10,genji,44,9874,damage
1709,26,14002,3,4019,428,9.05,22.33,9.05,8449,3498,12.07,136,0,109,4019,463,13,19,0,10,8276,3464,19,0,0,11,160,3,10,0,176,2,710,5798,15,37,0,15,5798,0,0,20,226,0,180,1,2,0,1,994,1,8,1,7,0,0,2,0,0,moira,22,47071,support
1958,1,792,0,13736,5957,7.59,17.77,9.97,172,6899,8.02,38,2.17,18,22012,12083,1,32,0,18,279,11445,32,0,0,15,90,0,18,0,46,8,27486,31833,35,82,0,46,31833,0,0,37,174,10,85,3,4,0,1,2768,0,11,3,8,0,0,20,0,0,bastion,31,43970,damage
1629,168,37994,108,7554,1838,7.13,17.41,8.78,698,5549,8.91,96,1.38,45,24213,9156,30,47,1,32,7430,15208,47,1,5,28,346,20,32,4,369,11,100090,302086,388,948,2,478,302086,4,9,485,5214,75,2457,26,47,2,19,32665,10,94,32,29,33,4,44,4,3,zarya,47,47746,tank
2473,662,266595,406,6970,2129,8.17,15.57,4.5,2184,4618,7.43,86,0.74,31,16618,8626,44,43,3,14,16118,12177,43,2,5,28,278,18,14,1,325,13,259913,563665,997,1901,29,549,563665,14,18,907,10461,90,3804,60,110,3,47,73236,29,276,75,98,103,2,60,0,0,zarya,282,29461,tank
3205,153,84615,131,10957,3399,7.73,20.08,9.29,2312,7332,7.43,65,1.37,66,26950,11447,28,46,2,25,11962,15303,46,1,4,21,227,18,25,1,212,9,124399,268386,283,735,4,340,268386,4,16,272,2384,50,2431,21,33,0,12,21962,8,91,34,27,30,1,30,0,0,reaper,17,6384,damage
2167,73,29117,77,10956,4553,6.16,16.44,4.62,2493,6136,7.62,87,0.34,49,23598,10891,23,38,1,10,8373,13471,38,1,4,19,180,17,10,1,122,4,53185,71676,72,192,2,54,71676,1,1,89,1018,4,573,5,10,0,5,7009,4,34,11,9,14,1,6,0,0,zarya,114,39174,tank
2598,89,17861,104,9484,3196,6.87,18.66,7.91,846,6083,10.65,128,0.33,75,25721,11193,17,40,0,21,8972,14106,40,1,4,30,351,25,21,0,408,8,67504,128464,145,394,0,167,128464,1,10,225,2707,7,1579,11,18,1,6,12672,10,52,15,20,17,0,24,0,0,zarya,87,24172,tank
2324,697,283873,295,10136,3484,7.4,16.78,7.33,1936,6415,7.72,79,1.38,45,30621,13622,49,47,4,25,18644,18241,47,3,3,27,497,14,25,2,406,5,510905,940634,1085,2461,16,1075,940634,43,29,1132,11637,203,6593,58,121,4,59,87977,31,315,121,92,102,2,80,10,6,wreckingBall,102,34629,tank
2315,54,34281,33,6716,1772,7.62,14.15,5.1,2215,4777,6.98,68,0.78,14,16663,7363,36,24,1,14,12710,9372,24,1,0,17,158,8,14,0,51,3,27420,73922,118,219,1,79,73922,1,0,108,1059,12,209,8,14,1,5,9286,2,36,20,8,8,0,5,0,0,mercy,61,34950,support
3587,362,159158,368,6113,3033,6.51,12.42,2.4,4956,2871,7.1,107,0.16,66,22788,14511,34,35,6,9,20644,7647,35,2,4,21,490,31,9,0,410,2,97407,92205,209,399,12,77,92205,8,1,228,3439,5,2106,12,31,0,19,19270,13,58,14,22,22,0,2,0,0,lucio,83,2375,support
2929,10,7276,6,7763,1808,5.89,14.41,3.27,4765,4939,4.58,136,0,3,5959,2095,10,12,0,4,7276,3826,12,0,0,7,199,6,4,0,5,0,2760,7541,9,22,0,5,7541,0,0,7,208,0,5,1,2,0,1,916,1,4,1,2,1,0,0,0,0,lucio,113,13035,support
2250,26,19831,10,5972,818,8.33,20.4,6.32,5697,5014,10.34,112,1.72,176,10516,1314,13,28,4,10,9492,9096,28,3,3,15,159,6,10,0,360,4,2849,17455,29,71,6,22,17455,5,2,36,389,6,614,0,3,0,3,2089,2,8,4,2,2,0,5,0,0,lucio,43,36856,support
2850,0,1660,8,16349,7324,6.58,17.94,8.37,993,8982,9.57,46,0,16,27333,12243,0,30,0,14,1660,15015,30,0,3,16,77,8,14,0,27,0,12243,15015,11,30,0,14,15015,0,1,16,77,0,27,0,1,0,1,1003,0,4,3,0,1,0,0,0,0,roadhog,127,15257,tank
3615,216,189141,543,9388,2848,7.7,16.46,6.98,1403,6165,7.43,107,0.63,58,29884,16036,28,55,3,29,17492,21201,55,5,4,32,442,25,29,1,616,16,384064,831397,1038,2220,15,941,831397,41,34,1002,14495,85,7786,52,110,6,52,80909,44,299,96,107,96,3,108,1,1,reinhardt,105,2160,tank
2721,68,19907,3,6361,1256,8.12,17.04,6.66,2650,4686,6.39,50,0.93,62,11259,2780,43,33,0,12,8097,7603,33,1,3,13,128,1,12,0,237,3,9432,35202,61,128,0,50,35202,1,2,48,377,7,469,4,6,0,2,4507,0,13,3,2,8,0,6,1,1,brigitte,49,19507,support
1722,175,80659,72,7793,2736,7.3,14.84,6.09,2494,4761,8.29,96,0.83,29,18154,8336,32,37,2,20,13731,11275,37,1,4,26,222,12,20,1,253,11,88478,153964,236,480,4,197,153964,2,9,268,3090,27,929,16,34,0,18,19402,10,82,24,30,28,2,42,0,0,wreckingBall,134,46952,tank
3716,107,102596,203,13242,4668,8.22,20.13,11.02,1606,8081,7.67,63,2.21,97,33357,12930,20,51,4,28,10214,24318,51,3,4,25,251,25,28,1,453,12,298266,516370,525,1286,12,704,516370,28,13,490,4007,141,6221,25,55,1,29,38340,15,173,56,73,44,2,67,11,7,ashe,53,1550,damage
4000,872,395569,511,10051,4031,5.94,18.43,6.26,3869,5748,8.73,79,0.68,60,34162,17238,59,62,2,20,23370,16275,62,4,3,41,375,28,20,1,467,13,412058,587655,607,1884,9,640,587655,18,22,892,8071,70,6164,36,81,2,43,61340,32,241,67,88,86,3,92,10,10,baptiste,47,454,support
1607,92,46302,100,6549,1832,6.8,16.28,7.68,1074,4319,6.89,59,1.62,30,15860,7360,19,38,5,18,9995,8441,38,3,3,21,234,19,18,0,206,11,78984,186201,293,702,7,331,186201,17,8,297,2534,70,1275,21,42,2,19,25870,6,69,32,17,20,0,47,12,12,winston,35,47905,tank
1638,332,241167,187,5865,1988,7.24,13.57,4.13,4051,3735,7.21,83,0.69,25,14928,8315,22,34,4,13,15129,8789,34,0,3,19,259,17,13,0,212,4,118380,222343,431,808,14,246,222343,0,7,429,4934,41,1510,19,53,2,32,35719,13,114,30,42,42,0,24,0,0,lucio,40,47686,support
2983,36,40644,108,10491,3786,6.53,19.03,7.98,1516,6501,8.66,81,0.93,40,26043,13923,11,54,2,24,5528,13384,54,2,3,22,224,9,24,0,299,6,101486,174238,175,510,4,214,174238,10,3,232,2176,25,1063,13,26,1,12,16082,4,81,34,17,30,0,13,0,0,reinhardt,62,11608,tank
2509,111,79808,116,11655,3283,7.26,22.13,11.57,1096,8164,8.8,71,2.31,83,30852,15007,35,73,2,47,8583,24121,73,2,4,35,362,11,47,0,579,10,239112,594672,529,1612,8,843,594672,15,21,641,5202,168,6043,29,63,1,33,43705,29,178,51,78,49,0,38,16,13,tracer,70,28016,damage
2063,162,96982,2,6454,769,5.68,20.45,4.77,8892,5477,13.39,88,0.46,54,11312,1623,34,33,0,12,22618,9727,33,0,3,21,188,2,12,0,152,4,8389,59729,62,223,0,52,59729,0,2,146,962,5,587,4,10,0,6,6544,7,42,11,12,19,0,8,0,0,moira,20,41721,support
2125,20,34907,17,9438,2892,7.29,21.06,9.43,1663,6152,10.53,58,1.67,63,23895,11831,5,61,0,29,12099,12528,61,0,3,31,148,8,29,0,312,6,60697,129130,153,442,0,198,129130,0,6,221,1221,35,1332,9,18,1,8,12594,9,49,11,23,15,0,21,0,0,torbjorn,27,40260,damage
2497,7,7563,54,8948,2366,8.37,15.04,4.42,711,6147,7.43,80,0.28,17,14132,5607,5,25,3,10,4085,12003,25,0,3,15,290,12,10,2,53,8,25168,65380,89,160,5,47,65380,0,1,79,848,3,184,7,12,0,5,6382,6,34,12,10,12,2,11,0,0,orisa,28,28619,tank
3445,932,411120,650,4499,1668,7.24,9.26,2.5,4869,2608,4.62,78,0.26,28,16053,8662,42,32,1,13,14499,11255,32,1,3,17,372,27,13,1,206,11,140867,220223,611,782,4,211,220223,5,7,390,6561,22,2402,42,71,3,26,50663,20,134,32,43,59,4,59,0,0,mercy,207,3675,support
2432,431,171137,132,6622,1579,8.69,14.81,5.83,5485,4840,7.44,92,0.87,62,26798,6452,48,59,2,33,13523,19897,59,1,3,29,272,14,33,0,389,7,49261,151005,271,462,4,182,151005,1,4,232,2881,27,1924,12,25,0,13,18719,11,70,19,29,22,0,18,9,8,brigitte,58,30928,support
2218,111,55793,141,7120,2326,8.13,14.42,5.23,1973,4592,7.28,95,0.21,48,18200,7398,43,41,3,21,17379,11739,41,1,5,27,226,17,21,2,618,4,65803,129896,230,408,3,148,129896,1,11,206,2689,6,1355,9,25,3,13,16971,12,50,11,24,15,2,10,0,0,reinhardt,34,37775,tank
2504,738,519280,668,7720,2684,7.33,14.86,6.18,2768,4939,7.75,113,0.66,40,27821,11917,34,53,6,30,22677,19866,53,2,4,28,480,24,30,0,455,11,503469,926634,1375,2788,25,1160,926634,5,22,1453,21247,124,7553,77,155,3,75,112560,63,426,171,127,128,0,63,1,1,reinhardt,244,28280,tank
2846,193,90093,135,7497,2956,6.65,14.29,3.88,3461,4269,7.57,78,0.81,31,23274,13974,33,38,1,10,16031,9840,38,1,4,21,329,31,10,2,221,10,76932,111113,173,372,4,101,111113,2,6,197,2024,21,819,9,22,1,12,15618,6,44,19,7,18,3,29,1,1,winston,131,15376,tank
1957,539,236234,197,6527,2581,7.28,13.46,2.99,4466,3776,7.13,98,0.19,19,19568,8869,42,45,4,9,16478,12770,45,0,4,28,296,24,9,0,161,4,136529,199743,385,712,9,158,199743,0,11,377,5168,10,1004,27,48,1,20,31735,10,88,27,22,39,0,16,0,0,moira,36,43993,support
3625,432,203743,198,1101,614,5.61,1.32,0.37,8399,463,0.87,73,0,5,15692,8622,39,15,0,5,19852,6990,15,1,0,12,308,18,5,1,78,1,14907,11237,136,32,0,9,11237,1,0,21,1765,0,116,10,22,1,11,14555,6,33,6,16,11,1,1,0,0,mercy,276,2085,support
3141,1580,914125,453,8264,2161,7.58,17.53,5.08,5101,5899,8.68,81,0.61,45,32024,16603,43,52,5,22,17793,17469,52,1,5,38,376,26,22,5,402,7,387224,1057122,1359,3141,11,911,1057122,11,44,1556,14574,110,8117,76,149,3,70,107521,49,433,115,176,142,11,96,0,0,moira,45,7409,support
2767,222,99595,142,5420,3416,7.1,6.03,1.27,5047,1825,3.6,89,0.05,10,24928,15613,45,29,2,9,16834,9889,29,0,0,16,301,17,9,0,57,4,67408,36008,140,119,2,25,36008,0,0,71,1758,1,188,9,16,0,7,11839,8,25,6,16,3,0,9,0,0,mercy,69,17923,support
2197,693,390486,113,10091,3161,7.46,17.39,6.51,3196,6701,7.51,63,1.1,31,28186,9964,44,51,1,28,20406,18375,51,1,4,31,245,13,28,1,373,6,386179,818769,912,2125,5,795,818769,8,21,918,7746,135,3763,48,101,3,50,73310,16,261,98,78,85,5,60,0,0,soldier76,118,38329,damage
3660,0,2546,43,13691,6938,6.45,18.26,4.03,684,6681,8.32,106,0.27,16,20585,12436,0,25,0,8,2546,7985,25,0,0,11,203,17,8,0,32,0,25836,24877,24,68,0,15,24877,0,0,31,394,1,60,1,4,0,3,2234,4,13,4,5,4,0,0,0,0,orisa,35,1858,tank
2473,1,28491,41,11164,3386,6.67,22.22,11.45,2435,7481,5.64,82,2.22,60,24233,7821,1,45,6,18,6398,16412,45,3,4,9,294,10,18,0,222,2,39621,87537,78,260,7,134,87537,10,5,66,959,26,706,5,10,0,5,7021,5,37,12,16,9,0,5,0,0,roadhog,48,29461,tank
3148,61,35706,10,4562,1237,5.82,8.94,2.29,7423,3188,3.74,39,0,19,9457,2697,28,20,0,5,15219,6316,20,0,0,7,99,4,5,0,83,4,5948,15334,28,43,0,11,15334,0,0,18,185,0,89,2,4,0,2,2886,2,6,2,2,2,0,4,0,0,baptiste,108,7284,support
1931,7,7419,137,12755,6480,7.13,19.61,7.87,456,5897,11.68,105,0.86,55,34958,22518,7,37,0,19,2033,11066,37,1,4,25,316,24,19,0,319,16,105437,95954,116,319,0,128,95954,2,4,190,1716,14,892,7,15,1,7,9763,10,45,17,16,12,0,34,0,0,orisa,65,44386,tank
2730,0,6022,9,11774,5046,6.76,18.86,8.34,502,6508,6.17,73,1.59,36,22384,11115,0,37,0,19,2299,12257,37,1,3,22,187,3,19,0,142,0,60474,77993,81,226,0,100,77993,1,4,74,870,19,426,4,10,1,5,7191,1,28,12,7,9,0,0,0,0,dVa,71,19210,tank
1966,47,43378,107,9678,4108,5.48,15.83,4.82,2375,5158,8.76,77,0.49,28,21112,10795,10,42,2,12,8816,10753,42,2,4,22,167,19,12,3,205,10,75006,94184,100,289,3,88,94184,3,8,160,1406,9,514,7,15,0,8,10956,4,44,14,19,11,4,40,0,0,roadhog,69,43826,tank
2922,14,15935,145,11465,4500,8.02,16.61,5.22,840,6704,8.44,99,0.9,64,21096,11433,7,44,3,13,9332,14849,44,1,3,24,219,29,13,0,385,4,85334,127117,152,315,4,99,127117,1,6,160,1877,17,1211,10,15,0,5,11377,6,51,16,16,19,0,9,0,0,orisa,81,13231,tank
2261,77,62070,68,9091,2706,6.79,22.51,10.32,3219,6196,10.32,75,2.02,107,19236,7965,16,59,0,25,9691,16337,59,2,3,21,236,18,25,0,557,4,52172,119467,131,434,0,199,119467,3,2,199,1451,39,2067,6,16,0,10,11568,6,54,21,17,16,0,9,0,0,roadhog,45,36563,tank
1791,720,393038,506,9960,3518,6.85,16.51,7.78,2597,6182,5.82,35,1.8,30,33143,16956,52,51,1,30,16615,18664,51,2,5,23,220,30,30,2,222,10,532446,935685,1037,2499,3,1177,935685,22,17,881,5295,272,4518,56,129,3,70,90811,35,260,84,87,89,4,113,11,6,ana,196,46241,support
2605,394,163448,65,9800,3422,5.82,20.62,5.21,3350,6086,9.14,91,0.59,42,23388,13683,41,52,1,14,19544,13430,52,3,3,33,345,20,14,1,355,7,166937,296888,284,1006,3,254,296888,14,9,446,4432,29,2068,17,39,2,20,29270,9,130,40,41,49,2,20,0,0,dVa,88,23902,tank
2877,274,124782,163,10179,3189,7.5,18.02,7.86,2861,6736,7.52,69,1.88,64,23176,9660,48,44,2,25,12636,15602,44,3,4,25,247,35,25,1,377,6,139094,293809,327,786,2,343,293809,13,8,328,2999,82,2777,17,35,1,17,26172,12,72,19,26,27,2,22,11,11,junkrat,165,14499,damage
3248,204,135197,192,6213,1761,7.3,14.8,5.13,4256,4216,7.3,75,0.66,42,16830,7369,31,41,0,15,16297,11650,41,1,4,21,285,21,15,2,196,10,55945,133911,232,470,0,163,133911,3,3,232,2367,21,1331,11,28,2,15,19059,9,63,22,23,18,3,27,1,1,ana,240,5749,support
3280,55,29475,204,11690,4495,8.06,17.01,5.89,797,6601,9.52,130,0.05,52,26156,13867,31,56,2,14,16591,12676,56,1,5,29,320,19,14,3,240,6,166254,244107,298,629,2,218,244107,2,8,352,4825,2,1914,15,32,0,17,22189,17,93,29,38,26,6,30,0,0,reinhardt,196,5351,tank
1986,408,336373,242,7289,2411,7.46,16.95,4.75,8064,4689,9.18,141,1.08,112,27329,10546,34,51,3,23,19776,16546,51,2,3,24,539,19,23,0,518,4,100566,195572,311,707,12,198,195572,7,6,383,5880,45,4674,11,37,1,25,25027,19,110,22,53,35,0,25,0,0,lucio,67,43453,support
3296,350,199215,1127,10286,3754,8.24,16.94,5.78,1049,6121,8.15,96,0.79,51,31193,12220,25,43,3,19,11862,17598,43,1,5,36,594,30,19,2,414,6,713233,1162985,1565,3219,22,1099,1162985,4,32,1548,18317,150,9747,76,162,3,83,113991,50,427,151,156,120,6,95,4,4,orisa,231,5142,tank
2432,683,443201,272,6624,2075,7.43,13.91,4.59,4751,4394,7.89,122,0.4,40,26903,12580,40,41,3,24,16015,14236,41,4,4,26,469,17,24,0,305,8,193537,409881,693,1298,22,428,409881,22,6,736,11376,37,3711,37,85,1,47,55973,27,232,70,88,74,0,57,0,0,lucio,84,30928,support
3504,17,8351,32,13044,3545,8.03,23.61,15.28,159,9286,8.1,42,3.75,120,27133,8896,17,56,0,39,3545,19299,56,3,6,22,212,13,39,2,447,29,186336,488073,422,1241,0,803,488073,12,10,426,2205,197,6316,23,47,1,23,31537,23,115,29,52,34,5,73,21,14,hanzo,46,3217,damage
